user_id,event_name,event_time,device_type,country,session_duration,event_date,event_day,event_step
10762,signup,2024-02-25,iOS,USA,797.0,2024-02-25,Sunday,2
6056,app_open,2024-03-10,iOS,India,1707.0,2024-03-10,Sunday,1
15948,checkout,2024-02-13,Android,India,55.0,2024-02-13,Tuesday,7
9110,search,2024-05-03,Web,UK,255.0,2024-05-03,Friday,4
14773,checkout,2024-02-04,iOS,Germany,911.0,2024-02-04,Sunday,7
18412,login,2024-04-26,Android,UK,1199.0,2024-04-26,Friday,3
1502,view_product,2024-02-10,unknown,India,1243.0,2024-02-10,Saturday,5
7910,signup,2024-06-09,Android,Germany,1541.0,2024-06-09,Sunday,2
13685,search,2024-01-24,Web,Germany,866.0,2024-01-24,Wednesday,4
1206,add_to_cart,2024-02-09,Web,USA,142.0,2024-02-09,Friday,6
18868,search,2024-05-31,Android,USA,1539.0,2024-05-31,Friday,4
16934,checkout,2024-02-12,unknown,USA,888.0,2024-02-12,Monday,7
18247,purchase,2024-06-17,Android,UK,452.0,2024-06-17,Monday,8
9755,purchase,2024-05-28,Web,unknown,316.0,2024-05-28,Tuesday,8
13383,add_to_cart,2024-03-19,Android,unknown,747.0,2024-03-19,Tuesday,6
19141,search,2024-01-22,iOS,UK,441.0,2024-01-22,Monday,4
15820,app_open,2024-02-07,unknown,USA,159.0,2024-02-07,Wednesday,1
8574,signup,2024-04-08,iOS,USA,1427.0,2024-04-08,Monday,2
7374,signup,2024-05-27,Android,UK,222.0,2024-05-27,Monday,2
2678,app_open,2024-02-19,iOS,UK,1596.0,2024-02-19,Monday,1
2059,app_open,2024-02-26,Web,unknown,1218.0,2024-02-26,Monday,1
17198,add_to_cart,2024-01-09,iOS,UK,650.0,2024-01-09,Tuesday,6
10914,add_to_cart,2024-01-02,unknown,unknown,1210.0,2024-01-02,Tuesday,6
11817,add_to_cart,2024-02-10,Web,India,1532.0,2024-02-10,Saturday,6
11921,checkout,2024-04-26,Android,unknown,863.0,2024-04-26,Friday,7
10789,purchase,2024-05-10,Web,unknown,1245.0,2024-05-10,Friday,8
17312,app_open,2024-06-09,unknown,unknown,1342.0,2024-06-09,Sunday,1
12252,checkout,2024-01-31,Android,India,501.0,2024-01-31,Wednesday,7
3693,checkout,2024-06-27,Android,unknown,160.0,2024-06-27,Thursday,7
14931,login,2024-06-10,Android,UK,1309.0,2024-06-10,Monday,3
4627,search,2024-06-08,Android,USA,392.0,2024-06-08,Saturday,4
17157,login,2024-04-07,unknown,USA,1640.0,2024-04-07,Sunday,3
11173,signup,2024-01-03,iOS,India,356.0,2024-01-03,Wednesday,2
19047,app_open,2024-03-28,iOS,USA,1205.0,2024-03-28,Thursday,1
11230,search,2024-03-20,Android,India,1240.0,2024-03-20,Wednesday,4
16707,purchase,2024-04-26,Android,UK,60.0,2024-04-26,Friday,8
12494,add_to_cart,2024-02-12,iOS,USA,690.0,2024-02-12,Monday,6
2306,view_product,2024-04-02,Web,unknown,1707.0,2024-04-02,Tuesday,5
7776,checkout,2024-02-19,iOS,UK,632.0,2024-02-19,Monday,7
10474,search,2024-06-07,Android,UK,51.0,2024-06-07,Friday,4
8526,view_product,2024-02-09,Web,Germany,673.0,2024-02-09,Friday,5
6530,search,2024-05-03,unknown,India,65.0,2024-05-03,Friday,4
4748,app_open,2024-03-06,iOS,Germany,829.0,2024-03-06,Wednesday,1
14545,view_product,2024-02-05,iOS,India,896.0,2024-02-05,Monday,5
1663,view_product,2024-01-09,Android,India,543.0,2024-01-09,Tuesday,5
2998,signup,2024-03-03,Android,USA,1300.0,2024-03-03,Sunday,2
8994,search,2024-01-29,iOS,USA,1217.0,2024-01-29,Monday,4
18879,login,2024-05-31,Web,unknown,1125.0,2024-05-31,Friday,3
4304,add_to_cart,2024-05-20,Android,USA,1794.0,2024-05-20,Monday,6
19237,login,2024-02-06,Android,USA,663.0,2024-02-06,Tuesday,3
14808,signup,2024-01-02,iOS,Germany,1111.0,2024-01-02,Tuesday,2
7585,signup,2024-03-18,Android,India,686.0,2024-03-18,Monday,2
18675,signup,2024-02-18,unknown,UK,515.0,2024-02-18,Sunday,2
12649,app_open,2024-05-11,Web,India,968.0,2024-05-11,Saturday,1
2636,purchase,2024-06-14,iOS,USA,159.0,2024-06-14,Friday,8
18082,app_open,2024-04-19,Android,unknown,1397.0,2024-04-19,Friday,1
5737,app_open,2024-01-25,Web,USA,329.0,2024-01-25,Thursday,1
15555,app_open,2024-03-15,iOS,unknown,327.0,2024-03-15,Friday,1
14877,signup,2024-01-25,Web,USA,212.0,2024-01-25,Thursday,2
1854,signup,2024-06-03,Android,India,241.0,2024-06-03,Monday,2
6855,checkout,2024-06-17,Android,UK,1079.0,2024-06-17,Monday,7
8392,purchase,2024-01-02,iOS,India,1604.0,2024-01-02,Tuesday,8
14949,app_open,2024-06-12,iOS,UK,925.0,2024-06-12,Wednesday,1
19091,app_open,2024-06-18,Android,USA,1083.0,2024-06-18,Tuesday,1
6791,view_product,2024-03-12,Android,unknown,1113.0,2024-03-12,Tuesday,5
5931,purchase,2024-01-04,Android,USA,767.0,2024-01-04,Thursday,8
1202,search,2024-03-25,Web,Germany,419.0,2024-03-25,Monday,4
12447,purchase,2024-02-03,Android,UK,415.0,2024-02-03,Saturday,8
13688,view_product,2024-01-17,iOS,India,1222.0,2024-01-17,Wednesday,5
5389,search,2024-02-16,iOS,UK,1104.0,2024-02-16,Friday,4
3327,app_open,2024-02-20,Web,UK,231.0,2024-02-20,Tuesday,1
9004,app_open,2024-02-23,Android,unknown,385.0,2024-02-23,Friday,1
8777,purchase,2024-01-06,Android,USA,1341.0,2024-01-06,Saturday,8
1197,add_to_cart,2024-06-06,iOS,USA,1012.0,2024-06-06,Thursday,6
2930,app_open,2024-06-04,Android,UK,1047.0,2024-06-04,Tuesday,1
12774,view_product,2024-05-07,iOS,UK,686.0,2024-05-07,Tuesday,5
16087,signup,2024-02-09,iOS,UK,123.0,2024-02-09,Friday,2
10339,search,2024-01-11,unknown,USA,1107.0,2024-01-11,Thursday,4
12589,checkout,2024-04-06,iOS,UK,1137.0,2024-04-06,Saturday,7
19895,add_to_cart,2024-03-01,Android,India,831.0,2024-03-01,Friday,6
16708,purchase,2024-01-07,iOS,India,1161.0,2024-01-07,Sunday,8
18043,view_product,2024-04-13,Web,Germany,1599.0,2024-04-13,Saturday,5
3811,add_to_cart,2024-01-06,Web,unknown,700.0,2024-01-06,Saturday,6
15243,app_open,2024-06-27,unknown,UK,173.0,2024-06-27,Thursday,1
7546,signup,2024-02-23,Web,India,386.0,2024-02-23,Friday,2
2986,checkout,2024-01-02,Android,USA,1500.0,2024-01-02,Tuesday,7
9338,view_product,2024-05-15,Android,India,1519.0,2024-05-15,Wednesday,5
12411,search,2024-05-28,iOS,USA,1428.0,2024-05-28,Tuesday,4
3911,add_to_cart,2024-03-22,Web,India,721.0,2024-03-22,Friday,6
2734,add_to_cart,2024-02-02,Android,India,926.0,2024-02-02,Friday,6
19227,add_to_cart,2024-01-18,Android,India,487.0,2024-01-18,Thursday,6
9680,app_open,2024-03-10,unknown,Germany,505.0,2024-03-10,Sunday,1
19343,search,2024-06-03,unknown,India,1703.0,2024-06-03,Monday,4
6759,add_to_cart,2024-05-07,Android,India,1426.0,2024-05-07,Tuesday,6
3385,app_open,2024-06-03,Android,India,1700.0,2024-06-03,Monday,1
12111,app_open,2024-03-12,Web,USA,990.0,2024-03-12,Tuesday,1
5736,login,2024-06-14,iOS,India,1131.0,2024-06-14,Friday,3
2802,search,2024-05-09,Web,USA,1580.0,2024-05-09,Thursday,4
9155,checkout,2024-02-05,iOS,UK,233.0,2024-02-05,Monday,7
9120,signup,2024-03-28,Web,USA,1393.0,2024-03-28,Thursday,2
7616,app_open,2024-04-13,iOS,UK,1598.0,2024-04-13,Saturday,1
15257,signup,2024-03-03,Web,USA,765.0,2024-03-03,Sunday,2
15486,view_product,2024-05-07,Android,India,881.0,2024-05-07,Tuesday,5
17646,app_open,2024-05-12,iOS,UK,1304.0,2024-05-12,Sunday,1
15075,purchase,2024-06-23,iOS,USA,1587.0,2024-06-23,Sunday,8
10208,add_to_cart,2024-04-25,iOS,USA,891.0,2024-04-25,Thursday,6
17371,purchase,2024-06-01,Android,unknown,1702.0,2024-06-01,Saturday,8
12835,app_open,2024-03-07,iOS,India,1694.0,2024-03-07,Thursday,1
14168,add_to_cart,2024-03-22,Android,Germany,662.0,2024-03-22,Friday,6
3049,app_open,2024-05-20,Web,USA,325.0,2024-05-20,Monday,1
6423,add_to_cart,2024-03-25,Android,unknown,1692.0,2024-03-25,Monday,6
15589,signup,2024-01-26,Web,unknown,812.0,2024-01-26,Friday,2
8158,login,2024-05-14,Web,UK,850.0,2024-05-14,Tuesday,3
11248,checkout,2024-06-04,Android,USA,964.0,2024-06-04,Tuesday,7
8400,search,2024-06-07,Android,unknown,13.0,2024-06-07,Friday,4
10874,app_open,2024-01-27,unknown,Germany,44.0,2024-01-27,Saturday,1
16151,search,2024-05-25,Android,unknown,702.0,2024-05-25,Saturday,4
19639,add_to_cart,2024-02-23,Web,unknown,198.0,2024-02-23,Friday,6
2154,search,2024-03-27,Android,USA,1746.0,2024-03-27,Wednesday,4
5499,add_to_cart,2024-06-13,unknown,India,1540.0,2024-06-13,Thursday,6
7295,purchase,2024-05-12,Web,USA,1619.0,2024-05-12,Sunday,8
13183,search,2024-01-01,unknown,India,1216.0,2024-01-01,Monday,4
13874,add_to_cart,2024-05-17,Web,USA,779.0,2024-05-17,Friday,6
19032,signup,2024-05-18,iOS,USA,1044.0,2024-05-18,Saturday,2
6539,purchase,2024-04-26,Android,USA,1008.0,2024-04-26,Friday,8
10637,add_to_cart,2024-06-03,Android,India,1780.0,2024-06-03,Monday,6
16586,search,2024-03-19,Android,Germany,120.0,2024-03-19,Tuesday,4
3557,view_product,2024-04-15,Android,USA,1442.0,2024-04-15,Monday,5
6592,checkout,2024-01-01,iOS,UK,342.0,2024-01-01,Monday,7
17482,add_to_cart,2024-04-11,Web,India,1445.0,2024-04-11,Thursday,6
3200,signup,2024-03-26,Android,UK,563.0,2024-03-26,Tuesday,2
15172,purchase,2024-01-15,Android,USA,1240.0,2024-01-15,Monday,8
3961,signup,2024-02-16,iOS,UK,1694.0,2024-02-16,Friday,2
15207,view_product,2024-01-22,Web,unknown,212.0,2024-01-22,Monday,5
12969,login,2024-01-17,Android,UK,125.0,2024-01-17,Wednesday,3
3869,login,2024-01-03,iOS,UK,370.0,2024-01-03,Wednesday,3
18340,add_to_cart,2024-03-17,iOS,UK,1602.0,2024-03-17,Sunday,6
14992,app_open,2024-05-28,Android,UK,505.0,2024-05-28,Tuesday,1
6699,login,2024-02-02,Web,USA,512.0,2024-02-02,Friday,3
4987,checkout,2024-01-11,Web,Germany,795.0,2024-01-11,Thursday,7
14446,app_open,2024-01-31,Web,USA,1440.0,2024-01-31,Wednesday,1
2218,checkout,2024-03-31,unknown,UK,1199.0,2024-03-31,Sunday,7
5735,search,2024-06-09,unknown,USA,96.0,2024-06-09,Sunday,4
12296,app_open,2024-06-09,iOS,unknown,1584.0,2024-06-09,Sunday,1
5555,login,2024-01-24,Android,USA,1287.0,2024-01-24,Wednesday,3
10146,app_open,2024-05-05,Android,India,813.0,2024-05-05,Sunday,1
9050,signup,2024-03-27,iOS,USA,1124.0,2024-03-27,Wednesday,2
13757,checkout,2024-03-01,unknown,India,469.0,2024-03-01,Friday,7
18429,login,2024-04-14,iOS,India,14.0,2024-04-14,Sunday,3
7893,purchase,2024-02-04,unknown,unknown,889.0,2024-02-04,Sunday,8
19077,purchase,2024-05-03,Android,UK,117.0,2024-05-03,Friday,8
15373,checkout,2024-05-04,Android,India,553.0,2024-05-04,Saturday,7
15565,app_open,2024-03-30,Web,Germany,645.0,2024-03-30,Saturday,1
4436,login,2024-03-18,Web,USA,650.0,2024-03-18,Monday,3
9754,purchase,2024-01-20,iOS,India,1727.0,2024-01-20,Saturday,8
11677,purchase,2024-04-22,Android,USA,1774.0,2024-04-22,Monday,8
6895,checkout,2024-01-23,Android,USA,748.0,2024-01-23,Tuesday,7
17609,view_product,2024-06-11,Android,USA,1576.0,2024-06-11,Tuesday,5
16636,login,2024-05-12,iOS,USA,487.0,2024-05-12,Sunday,3
8022,checkout,2024-05-22,Android,UK,1182.0,2024-05-22,Wednesday,7
10151,view_product,2024-03-01,iOS,USA,1595.0,2024-03-01,Friday,5
6600,app_open,2024-05-18,iOS,India,159.0,2024-05-18,Saturday,1
8996,view_product,2024-05-01,iOS,UK,521.0,2024-05-01,Wednesday,5
10007,login,2024-06-14,iOS,unknown,759.0,2024-06-14,Friday,3
13946,signup,2024-04-27,Web,unknown,1738.0,2024-04-27,Saturday,2
5642,view_product,2024-05-17,iOS,unknown,1186.0,2024-05-17,Friday,5
12312,login,2024-06-21,Android,USA,1497.0,2024-06-21,Friday,3
8679,signup,2024-05-19,iOS,India,177.0,2024-05-19,Sunday,2
9208,search,2024-01-03,Android,UK,1452.0,2024-01-03,Wednesday,4
19589,add_to_cart,2024-04-20,Android,UK,1689.0,2024-04-20,Saturday,6
11716,view_product,2024-01-24,Android,unknown,1741.0,2024-01-24,Wednesday,5
18453,view_product,2024-03-31,Android,USA,836.0,2024-03-31,Sunday,5
4444,app_open,2024-01-30,Web,unknown,1132.0,2024-01-30,Tuesday,1
11757,search,2024-04-20,unknown,India,1090.0,2024-04-20,Saturday,4
15434,app_open,2024-02-12,unknown,USA,460.0,2024-02-12,Monday,1
2060,app_open,2024-02-18,Web,UK,792.0,2024-02-18,Sunday,1
19711,login,2024-04-23,Web,UK,832.0,2024-04-23,Tuesday,3
4420,checkout,2024-02-13,unknown,India,704.0,2024-02-13,Tuesday,7
1301,purchase,2024-03-30,Web,USA,1205.0,2024-03-30,Saturday,8
13468,app_open,2024-05-05,iOS,India,770.0,2024-05-05,Sunday,1
17990,checkout,2024-01-03,iOS,unknown,440.0,2024-01-03,Wednesday,7
1699,view_product,2024-06-26,Android,USA,,2024-06-26,Wednesday,5
1190,app_open,2024-04-22,Android,Germany,1261.0,2024-04-22,Monday,1
11492,signup,2024-05-18,iOS,USA,1635.0,2024-05-18,Saturday,2
18364,view_product,2024-03-10,iOS,India,1587.0,2024-03-10,Sunday,5
3975,add_to_cart,2024-01-09,Web,USA,87.0,2024-01-09,Tuesday,6
7102,login,2024-03-12,Web,UK,1736.0,2024-03-12,Tuesday,3
18568,app_open,2024-03-28,unknown,unknown,570.0,2024-03-28,Thursday,1
2816,signup,2024-01-19,iOS,India,1246.0,2024-01-19,Friday,2
1569,add_to_cart,2024-05-31,unknown,India,1724.0,2024-05-31,Friday,6
6442,checkout,2024-04-16,Web,India,828.0,2024-04-16,Tuesday,7
2895,signup,2024-06-10,Android,USA,1762.0,2024-06-10,Monday,2
4863,view_product,2024-06-02,iOS,USA,748.0,2024-06-02,Sunday,5
13913,app_open,2024-06-25,iOS,UK,305.0,2024-06-25,Tuesday,1
8455,signup,2024-06-15,Android,USA,1323.0,2024-06-15,Saturday,2
5014,app_open,2024-04-27,iOS,unknown,1686.0,2024-04-27,Saturday,1
12093,view_product,2024-04-15,iOS,USA,28.0,2024-04-15,Monday,5
19070,search,2024-04-22,Android,USA,389.0,2024-04-22,Monday,4
4009,signup,2024-03-13,unknown,Germany,500.0,2024-03-13,Wednesday,2
17538,login,2024-03-18,iOS,India,828.0,2024-03-18,Monday,3
11729,checkout,2024-03-29,Android,UK,1479.0,2024-03-29,Friday,7
2409,app_open,2024-01-26,Web,USA,203.0,2024-01-26,Friday,1
13249,add_to_cart,2024-05-13,iOS,USA,449.0,2024-05-13,Monday,6
1784,view_product,2024-03-10,iOS,USA,1400.0,2024-03-10,Sunday,5
9096,view_product,2024-04-24,Web,UK,1240.0,2024-04-24,Wednesday,5
8560,add_to_cart,2024-03-10,Android,USA,1733.0,2024-03-10,Sunday,6
13533,login,2024-06-10,iOS,UK,1528.0,2024-06-10,Monday,3
8343,purchase,2024-05-21,Web,USA,131.0,2024-05-21,Tuesday,8
8206,search,2024-04-22,Web,USA,1196.0,2024-04-22,Monday,4
6801,app_open,2024-04-26,Android,USA,1773.0,2024-04-26,Friday,1
17921,search,2024-05-04,Web,USA,1644.0,2024-05-04,Saturday,4
6986,checkout,2024-02-19,unknown,Germany,1193.0,2024-02-19,Monday,7
19225,view_product,2024-02-11,Web,Germany,240.0,2024-02-11,Sunday,5
11647,signup,2024-04-24,Web,India,93.0,2024-04-24,Wednesday,2
9716,search,2024-01-26,iOS,India,56.0,2024-01-26,Friday,4
13323,signup,2024-02-12,iOS,India,1384.0,2024-02-12,Monday,2
5780,login,2024-03-09,Android,India,323.0,2024-03-09,Saturday,3
3368,view_product,2024-05-20,Web,USA,841.0,2024-05-20,Monday,5
13039,signup,2024-04-04,unknown,India,280.0,2024-04-04,Thursday,2
7655,app_open,2024-05-30,Web,UK,574.0,2024-05-30,Thursday,1
9173,purchase,2024-06-18,Android,UK,826.0,2024-06-18,Tuesday,8
5495,view_product,2024-05-05,iOS,India,1361.0,2024-05-05,Sunday,5
11893,login,2024-02-15,unknown,USA,815.0,2024-02-15,Thursday,3
14403,app_open,2024-03-03,Android,USA,459.0,2024-03-03,Sunday,1
14121,view_product,2024-03-31,iOS,unknown,1140.0,2024-03-31,Sunday,5
11966,search,2024-03-04,unknown,Germany,470.0,2024-03-04,Monday,4
1853,checkout,2024-02-21,Web,USA,1247.0,2024-02-21,Wednesday,7
17958,add_to_cart,2024-01-09,Android,USA,656.0,2024-01-09,Tuesday,6
18532,view_product,2024-02-22,Android,USA,790.0,2024-02-22,Thursday,5
10907,app_open,2024-05-09,iOS,USA,1341.0,2024-05-09,Thursday,1
5777,signup,2024-02-17,unknown,USA,1516.0,2024-02-17,Saturday,2
16338,checkout,2024-02-07,iOS,India,494.0,2024-02-07,Wednesday,7
3491,signup,2024-06-08,iOS,USA,25.0,2024-06-08,Saturday,2
16328,view_product,2024-03-02,Web,unknown,839.0,2024-03-02,Saturday,5
15599,view_product,2024-04-30,iOS,USA,1748.0,2024-04-30,Tuesday,5
4051,login,2024-01-20,Web,UK,1740.0,2024-01-20,Saturday,3
16979,search,2024-06-02,iOS,unknown,1312.0,2024-06-02,Sunday,4
17388,login,2024-03-17,iOS,USA,449.0,2024-03-17,Sunday,3
1876,add_to_cart,2024-04-18,Android,USA,1114.0,2024-04-18,Thursday,6
5142,login,2024-02-07,Android,India,1574.0,2024-02-07,Wednesday,3
16202,signup,2024-01-19,Web,India,467.0,2024-01-19,Friday,2
7966,purchase,2024-02-19,Android,USA,248.0,2024-02-19,Monday,8
8079,purchase,2024-04-05,Android,UK,98.0,2024-04-05,Friday,8
8987,signup,2024-06-07,iOS,USA,632.0,2024-06-07,Friday,2
7799,app_open,2024-04-26,iOS,India,1514.0,2024-04-26,Friday,1
5465,add_to_cart,2024-02-22,iOS,USA,1789.0,2024-02-22,Thursday,6
18019,add_to_cart,2024-04-12,iOS,USA,1663.0,2024-04-12,Friday,6
14417,login,2024-02-24,Android,India,1327.0,2024-02-24,Saturday,3
19077,purchase,2024-03-20,Android,India,452.0,2024-03-20,Wednesday,8
9311,checkout,2024-05-14,Android,USA,484.0,2024-05-14,Tuesday,7
18214,app_open,2024-01-13,unknown,USA,604.0,2024-01-13,Saturday,1
15098,view_product,2024-05-08,iOS,India,1486.0,2024-05-08,Wednesday,5
6177,app_open,2024-03-27,iOS,USA,23.0,2024-03-27,Wednesday,1
15262,signup,2024-05-05,iOS,India,1567.0,2024-05-05,Sunday,2
9308,login,2024-05-03,Web,USA,482.0,2024-05-03,Friday,3
6949,signup,2024-04-16,iOS,UK,1782.0,2024-04-16,Tuesday,2
2150,view_product,2024-02-01,Web,USA,492.0,2024-02-01,Thursday,5
2931,search,2024-03-03,Android,Germany,503.0,2024-03-03,Sunday,4
10204,checkout,2024-03-17,iOS,unknown,979.0,2024-03-17,Sunday,7
19048,add_to_cart,2024-02-24,unknown,USA,883.0,2024-02-24,Saturday,6
2081,login,2024-06-09,Android,UK,1405.0,2024-06-09,Sunday,3
17896,signup,2024-05-11,Web,India,849.0,2024-05-11,Saturday,2
14407,purchase,2024-02-16,iOS,USA,1268.0,2024-02-16,Friday,8
8805,search,2024-03-29,iOS,India,388.0,2024-03-29,Friday,4
6237,view_product,2024-03-31,Android,UK,531.0,2024-03-31,Sunday,5
